Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,11:13_21:23
2020-05-27 23:40:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.80107563739838,164.5623172264585,198.85985620648628,0.0,0.0,324.8485218512982,692.6444641570154,816.3489035179455,0.0,0.0,613.1988797163243,697.5241490220873,639.3294976753708,0.0,633.340452620849
2020-05-27 23:41:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.52890211840239,163.79535718205085,199.3940654827825,0.0,0.0,323.49481125466,689.3046419034034,811.0452696494846,0.0,0.0,612.5074540368588,693.970335292263,642.8044163853273,0.0,632.910333905113
2020-05-27 23:42:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.50370451299085,164.5587524912639,198.1807026714697,0.0,0.0,318.36282917626477,688.9638028964766,809.3534879146748,0.0,0.0,610.6807657515371,693.0217716813705,642.1484605441161,0.0,632.0464299161308
2020-05-27 23:43:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.59428894742,165.29288592547869,199.90083555793925,0.0,0.0,319.2805111484889,687.6042425830381,807.5526019572842,0.0,0.0,612.8695005034077,698.2055328571764,644.3740409007263,0.0,632.4394342509952
2020-05-27 23:44:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.77379758763124,166.47787688847686,200.49256960770535,0.0,0.0,320.63221729915256,686.0026668532366,804.4710359952236,0.0,0.0,609.5709430476888,696.1576723153321,644.748419132539,0.0,631.2162851376917
2020-05-27 23:45:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0190961877461,166.44442402416772,199.5670182212187,0.0,0.0,323.45688984632574,685.9297916220994,803.6606895801885,0.0,0.0,610.4864828896968,698.2606907320821,644.8885190470337,0.0,630.4553129206718
2020-05-27 23:46:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.5978516220303,165.27092376334264,199.21031134725095,0.0,0.0,325.72937205816027,687.9820667139533,806.0868917335913,0.0,0.0,626.7271527514469,699.2360054850559,647.7304032526474,0.0,634.5082701121282
2020-05-27 23:47:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.89039330582446,165.07705465748867,200.7620985094991,0.0,0.0,326.65928820008554,690.1895230516261,807.1890843047505,0.0,0.0,611.40649457863,699.6855951591763,644.325689569943,0.0,632.1254889899202
2020-05-27 23:48:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.42433168244884,165.14617837940324,200.67442201409506,0.0,0.0,325.35194985450636,691.9929844336366,808.0076326746342,0.0,0.0,612.6038181770156,695.5220021783625,643.6985920764105,0.0,631.9383096656973
2020-05-27 23:49:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.02949693205454,165.22762223783215,202.71288784731576,0.0,0.0,327.75972121437843,694.5897742274425,807.5482728825789,0.0,0.0,614.0699249759288,691.0314451930343,643.1652156404907,0.0,630.8793143666869
2020-05-27 23:50:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.7867143631931,163.26654569156813,202.97209985046797,0.0,0.0,327.81781319553517,689.9195316969491,804.2710051834734,0.0,0.0,616.6021901357085,690.994076190354,644.0881443151699,0.0,629.821472099734
2020-05-27 23:51:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.82970324637535,164.44138099211216,205.0418841059964,0.0,0.0,328.94925813268424,688.660823665838,803.8360842092129,0.0,0.0,618.2630778305596,691.0006307403345,647.4301181305618,0.0,631.5829009986651
2020-05-27 23:52:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.30639751472404,163.55279522492893,205.2917827132784,0.0,0.0,329.6006104132687,686.4538259363429,798.0381638081151,0.0,0.0,622.8763358892445,693.1218932356531,643.5591767195695,0.0,630.7779126359317
2020-05-27 23:53:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.65389455726296,164.74253883995257,207.35662909937147,0.0,0.0,329.08638492947273,686.4549970898238,797.5430227988813,0.0,0.0,619.3526041037701,692.5163100748163,643.7965739453656,0.0,629.0785492439206
2020-05-27 23:54:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.34721083106746,164.833787512354,208.2721466394326,0.0,0.0,327.91605491885304,686.6862392670009,799.2895666754742,0.0,0.0,618.3312347138448,697.5889754717572,644.7574124561688,0.0,630.6110705117206
2020-05-27 23:55:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.7270007148109,166.29573818260647,211.4953338339512,0.0,0.0,327.5024947243903,685.6592825565045,797.7570337742732,0.0,0.0,612.5781189575591,695.4378624936043,644.488247979524,0.0,628.6992638940292
2020-05-27 23:56:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.54829570672672,165.4529385435605,213.46981244255736,0.0,0.0,326.6692626097583,686.996626985464,796.647634490116,0.0,0.0,609.9691058017514,694.0761400058361,643.0306807474896,0.0,627.3917140068842
2020-05-27 23:57:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.2821498186221,166.5633098855851,216.04777223381575,0.0,0.0,328.0187126251153,690.0218122735338,800.1627699054046,0.0,0.0,610.2412706916097,695.4537268143832,643.840882781967,0.0,629.2022987695783
2020-05-27 23:58:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.730048893792,166.73716913177563,211.3114894253007,0.0,0.0,327.3769686530136,692.779337153442,803.2987922217791,0.0,0.0,607.583321789647,691.4015256982457,639.4797190762472,0.0,627.9090555940456
2020-05-27 23:59:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.6876457792056,166.23325964681416,212.3832519020666,0.0,0.0,327.3469687746357,690.5425635782801,803.0977146172432,0.0,0.0,607.064321443938,682.7247795333512,636.2629024931177,0.0,626.3599403892556
2020-05-28 00:00:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.63579654696733,166.05413221487186,210.44016455728234,0.0,0.0,325.8407185582778,687.1999845424153,803.1769017626812,0.0,0.0,607.3373014918254,685.0928223337277,637.1693363147502,0.0,626.3974184046655
2020-05-28 00:01:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.15292663682038,166.11548713319314,205.82592691229493,0.0,0.0,325.28609343265316,684.4217050857101,799.2320237235381,0.0,0.0,612.0809211777672,685.8480040407575,640.860979344107,0.0,627.3558501115139
2020-05-28 00:02:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.58209706378696,166.59849730167917,204.81081395471864,0.0,0.0,321.451530072339,679.3428986815195,793.5035707310758,0.0,0.0,608.1113612131674,684.4503328796665,635.0820354813336,0.0,624.4965277741842
2020-05-28 00:03:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.83243773488815,166.28187169942638,205.74825681192505,0.0,0.0,321.5342150629055,675.6400292546357,792.4439003771449,0.0,0.0,614.6656279586878,679.6004162211144,634.1681595979674,0.0,624.7025589218528
2020-05-28 00:04:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.655977475537,166.3849244403076,208.7384113697802,0.0,0.0,319.2444897014309,676.5564971322274,787.3330704912792,0.0,0.0,609.4044209467569,679.045952348127,636.852637414082,0.0,623.3768898722029
2020-05-28 00:05:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.75869699031801,165.8818566595508,206.5256289878483,0.0,0.0,317.1262840715072,673.1786396776389,784.8768753792864,0.0,0.0,612.5334699282765,678.4598435575937,639.791031012193,0.0,623.4622605728372
2020-05-28 00:06:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.45751562291142,171.20511812262896,208.71299234042567,0.0,0.0,316.42279505171894,670.9823198351486,781.3887156577301,0.0,0.0,607.8611239515272,680.115489688227,645.4623114071284,0.0,622.1377890010225
2020-05-28 00:07:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.04173489891136,165.45691636803576,206.94377041149906,0.0,0.0,316.6616357836906,670.4971476541991,775.7870916123804,0.0,0.0,609.2671302994811,679.0221309950174,639.8730664230396,0.0,620.7525308757257
2020-05-28 00:08:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.39641224335418,165.46903653027573,211.2374816569924,0.0,0.0,317.0513088583816,668.9523418396362,771.4809277447497,0.0,0.0,610.5302876016829,680.7882400255817,640.9338003560022,0.0,620.2876941094053
2020-05-28 00:09:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.84894134964708,164.00178172480298,205.18583132422253,0.0,0.0,313.4816964490781,672.7203753005894,770.6244576490276,0.0,0.0,611.4940089880228,679.6031581453283,637.3013132510422,0.0,618.6271988542977
2020-05-28 00:10:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.72145518176237,163.6303112303208,204.72704473866784,0.0,0.0,312.1825994760576,675.0168999862894,771.0169091764722,0.0,0.0,608.6258801420694,677.1528491685875,636.2331629797224,0.0,618.6201622436639
2020-05-28 00:11:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.3945612354504,163.01662183230368,204.98027475295456,0.0,0.0,312.3690461560636,675.5366416641086,768.3093545093675,0.0,0.0,608.8019440146976,676.5883181883264,633.9903025436806,0.0,618.6271383998583
2020-05-28 00:12:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.18003219479334,163.7374369177264,203.2246421748074,0.0,0.0,310.92708862977827,676.2018958413391,774.9207257458635,0.0,0.0,611.4647753437296,677.2000780976515,632.5604862918018,0.0,619.1964402188811
2020-05-28 00:13:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.57664713702567,164.39239867332603,203.77959820035392,0.0,0.0,310.9612567642642,670.1374771193059,767.2427805888593,0.0,0.0,607.4930199818057,676.999707122211,630.2450940474042,0.0,618.057511191575
2020-05-28 00:14:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.52843574602574,165.6941403414872,208.30812401529099,0.0,0.0,309.0482641117569,668.6499678257971,767.9815508815595,0.0,0.0,604.640560561577,678.9870421758578,629.4163563436096,0.0,616.9507929550296
2020-05-28 00:15:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.76771855334334,163.35365487982307,205.98827142097497,0.0,0.0,310.656524943109,670.2282016003867,762.5827152260447,0.0,0.0,604.7591892497041,677.0626750349716,630.0043514231024,0.0,615.4932140156169
2020-05-28 00:16:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.75878615115786,164.37102483918227,209.60596258179606,0.0,0.0,310.2562338075433,664.1677276133265,757.7557630579252,0.0,0.0,603.0619931884096,679.3059096040031,631.6812431601089,0.0,614.6785755161116
2020-05-28 00:17:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.21750102947678,163.372143933384,210.71833743343075,0.0,0.0,312.8575895764277,666.1023958393891,821.289040476127,0.0,0.0,601.3526190302058,708.6659564577723,649.7421159762782,0.0,621.9636917232382
2020-05-28 00:18:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.9692984075396,164.26705463912336,215.28655061827922,0.0,0.0,315.1180274698445,659.6905602011578,751.828137645452,0.0,0.0,604.9046549986275,684.3860986880034,632.7141891628563,0.0,614.9180489791277
2020-05-28 00:19:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.80317012875864,165.88247329874036,210.62000903098559,0.0,0.0,314.1054676489432,657.668034607433,747.5947022901601,0.0,0.0,601.8582015356768,686.0291180047406,632.6456382279043,0.0,614.3551865703121
2020-05-28 00:20:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.96446089122605,165.5015230588372,211.91341789845674,0.0,0.0,313.9357922227702,656.8582135692958,742.0726029831835,0.0,0.0,605.2079560854346,688.5862400637257,633.9966761333437,0.0,613.9191274474427
2020-05-28 00:21:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.60206505455878,165.44038736591276,213.2916919892386,0.0,0.0,315.807006771077,659.5996525398326,745.2825994277267,0.0,0.0,606.4087443339065,705.0205791038645,631.8500932537377,0.0,615.8390257732957
2020-05-28 00:22:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.80181987470962,179.22466295942957,341.2197445044404,0.0,0.0,318.9266455240519,658.2718751436844,736.3474277066846,0.0,0.0,609.6168673431827,693.1692628142142,629.250078349039,0.0,615.0396833001653
2020-05-28 00:23:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.1583941595738,165.4261972936392,215.73523161442068,0.0,0.0,317.1873901627893,655.0347729569868,733.7729721493619,0.0,0.0,609.0359522248402,694.014569894392,630.8593238102325,0.0,614.3472714802173
2020-05-28 00:24:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.88453396464377,165.33689173411068,221.5601295527086,0.0,0.0,317.67772261848813,655.684421374448,731.019832627118,0.0,0.0,611.6819302246453,687.394427501838,631.9910404142563,0.0,613.5694931868144
2020-05-28 00:25:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.76865969469455,164.74351230856533,224.14128911463476,0.0,0.0,315.01599436188206,653.2667881086652,729.827974087697,0.0,0.0,609.5614300566015,685.3988503807425,629.7124415099034,0.0,612.1490281899017
2020-05-28 00:26:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.39318000531838,165.5185200731158,227.97892940606897,0.0,0.0,316.73421208778973,651.5276017899281,725.8754978441095,0.0,0.0,607.8003028240473,687.7152045139102,628.4188542223089,0.0,610.9146735867901
2020-05-28 00:27:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.34589016115203,166.11716897968927,229.33102633664987,0.0,0.0,316.77158854537146,652.2240179480751,729.9705336731691,0.0,0.0,607.0839010307408,689.4653676496176,629.1813814479934,0.0,611.668676099667
2020-05-28 00:28:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.53612075427512,167.6083610449934,231.7690847687744,0.0,0.0,317.9098332611601,712.8070270228553,730.1438171260463,0.0,0.0,609.8987410514335,687.468170948351,629.0541031005042,0.0,617.7891471307455
2020-05-28 00:29:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.4021578256109,166.806996767747,232.88768983689914,0.0,0.0,316.699080833804,654.7342676164911,728.4351142848939,0.0,0.0,613.9307062270701,687.6361752031005,625.7688772143392,0.0,612.723874088982
