,Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,11:13_21:23
0,2020-05-27 00:00:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41249602781738,47.01408074168146,54.51862077767814,0.0,0.0,109.47871615530526,238.05181532864918,197.5425402118292,0.0,0.0,210.008312731402,277.84168293275803,205.58061197752224,0.0,213.3074915354768
1,2020-05-27 00:01:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.418848217741115,47.351356049012686,55.02396901079423,0.0,0.0,108.56156192455043,238.2542088059301,199.14103346704857,0.0,0.0,208.8468289694208,277.86613497591617,203.86364593043442,0.0,212.76438501487718
2,2020-05-27 00:02:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.834469201927156,47.3467555123106,54.626625966549575,0.0,0.0,108.60213930003864,236.72444711308515,199.08739988480363,0.0,0.0,208.11876885878414,277.1628525160909,204.01111763881667,0.0,212.23060605945633
3,2020-05-27 00:03:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.32146797320608,47.226168073239315,53.90093342199648,0.0,0.0,108.57428731008056,236.8804921329421,198.5613439829937,0.0,0.0,206.74351603141483,276.8695366665531,204.09884438688456,0.0,212.16632831120108
4,2020-05-27 00:04:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.33466991636318,46.99588201146125,53.94209057558279,0.0,0.0,108.59073441971908,236.16280683739697,198.01691358544903,0.0,0.0,206.9572524879815,277.44672234186663,203.24645843238136,0.0,212.303639675256
5,2020-05-27 00:05:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.61697956041307,46.96472399572645,54.40697568932453,0.0,0.0,108.34406733642832,235.5022635060056,198.372515997168,0.0,0.0,208.15790859779406,276.3739115261785,203.9342592304337,0.0,212.2684942352711
6,2020-05-27 00:06:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51713830933339,46.7558051573692,54.656320937384265,0.0,0.0,108.08066531052914,235.14332604626068,198.65731691284302,0.0,0.0,208.82892039166802,275.6594573402847,205.10150859655482,0.0,212.26159997890426
7,2020-05-27 00:07:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.20864448886238,46.912774478685854,54.75982206142939,0.0,0.0,108.61071504807623,234.9385851362489,198.9396826861253,0.0,0.0,208.72788140091419,275.89643889910724,205.4280874889226,0.0,212.2482252225759
8,2020-05-27 00:08:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.397338057336036,46.60995153457776,54.8989559723516,0.0,0.0,108.967779863871,234.85644319169327,200.09706061068562,0.0,0.0,207.81562606530895,274.65072898990377,206.24955587481026,0.0,211.79669540835118
9,2020-05-27 00:09:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.515606082003366,46.727745914045435,54.21960634587882,0.0,0.0,108.8671062191248,234.02547247519527,200.89960051094212,0.0,0.0,207.92890575864564,275.20860060242853,206.8919774266843,0.0,212.19390449144365
