Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020-05-27 00:00:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170.0,3349.0,2181.0,0.0,0.0,3959.0,3185.0,2342.0,0.0
2020-05-27 00:01:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216.0,3369.0,2195.0,0.0,0.0,4002.0,3230.0,2362.0,0.0
2020-05-27 00:02:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2199.0,3310.0,2140.0,0.0,0.0,4015.0,3241.0,2303.0,0.0
2020-05-27 00:03:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,3315.0,2174.0,0.0,0.0,4068.0,3218.0,2264.0,0.0
2020-05-27 00:04:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2189.0,3321.0,2207.0,0.0,0.0,4122.0,3248.0,2288.0,0.0
2020-05-27 00:05:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2213.0,3318.0,2184.0,0.0,0.0,4112.0,3284.0,2335.0,0.0
2020-05-27 00:06:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262.0,3267.0,2197.0,0.0,0.0,4119.0,3269.0,2316.0,0.0
2020-05-27 00:07:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2260.0,3229.0,2198.0,0.0,0.0,4103.0,3286.0,2314.0,0.0
2020-05-27 00:08:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2274.0,3204.0,2171.0,0.0,0.0,4107.0,3280.0,2273.0,0.0
2020-05-27 00:09:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,3223.0,2202.0,0.0,0.0,4109.0,3311.0,2295.0,0.0
2020-05-27 00:10:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2348.0,3218.0,2209.0,0.0,0.0,4083.0,3301.0,2292.0,0.0
2020-05-27 00:11:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339.0,3192.0,2217.0,0.0,0.0,4098.0,3332.0,2306.0,0.0
2020-05-27 00:12:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2303.0,3229.0,2226.0,0.0,0.0,4142.0,3357.0,2334.0,0.0
2020-05-27 00:13:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2284.0,3240.0,2188.0,0.0,0.0,4157.0,3351.0,2270.0,0.0
2020-05-27 00:14:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299.0,3200.0,2148.0,0.0,0.0,4180.0,3354.0,2352.0,0.0
2020-05-27 00:15:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2283.0,3182.0,2172.0,0.0,0.0,4160.0,3345.0,2372.0,0.0
2020-05-27 00:16:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310.0,3195.0,2149.0,0.0,0.0,4160.0,3356.0,2346.0,0.0
2020-05-27 00:17:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2318.0,3188.0,2134.0,0.0,0.0,4118.0,3354.0,2338.0,0.0
2020-05-27 00:18:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2321.0,3189.0,2121.0,0.0,0.0,4100.0,3341.0,2353.0,0.0
2020-05-27 00:19:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2338.0,3186.0,2116.0,0.0,0.0,4032.0,3338.0,2326.0,0.0
2020-05-27 00:20:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369.0,3143.0,2062.0,0.0,0.0,3994.0,3351.0,2324.0,0.0
2020-05-27 00:21:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2424.0,3097.0,2120.0,0.0,0.0,3996.0,3379.0,2359.0,0.0
2020-05-27 00:22:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2404.0,3077.0,2082.0,0.0,0.0,3919.0,3394.0,2363.0,0.0
2020-05-27 00:23:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.0,3039.0,2050.0,0.0,0.0,3932.0,3421.0,2339.0,0.0
2020-05-27 00:24:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2445.0,3053.0,2063.0,0.0,0.0,3952.0,3484.0,2342.0,0.0
2020-05-27 00:25:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434.0,3063.0,2074.0,0.0,0.0,3927.0,3447.0,2341.0,0.0
2020-05-27 00:26:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2485.0,3068.0,2073.0,0.0,0.0,3937.0,3462.0,2265.0,0.0
2020-05-27 00:27:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.0,3088.0,2112.0,0.0,0.0,3952.0,3472.0,2330.0,0.0
2020-05-27 00:28:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2417.0,3092.0,2139.0,0.0,0.0,3929.0,3430.0,2296.0,0.0
2020-05-27 00:29:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389.0,3084.0,2149.0,0.0,0.0,3899.0,3435.0,2342.0,0.0
2020-05-27 00:30:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2388.0,3080.0,2120.0,0.0,0.0,3903.0,3431.0,2306.0,0.0
2020-05-27 00:31:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.0,3086.0,2146.0,0.0,0.0,3872.0,3414.0,2271.0,0.0
2020-05-27 00:32:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309.0,3103.0,2164.0,0.0,0.0,3836.0,3363.0,2289.0,0.0
2020-05-27 00:33:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2305.0,3123.0,2220.0,0.0,0.0,3806.0,3394.0,2330.0,0.0
2020-05-27 00:34:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2249.0,3117.0,2188.0,0.0,0.0,3794.0,3413.0,2291.0,0.0
2020-05-27 00:35:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2286.0,3105.0,2151.0,0.0,0.0,3840.0,3442.0,2234.0,0.0
2020-05-27 00:36:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335.0,3119.0,2179.0,0.0,0.0,3902.0,3467.0,2242.0,0.0
2020-05-27 00:37:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.0,3126.0,2169.0,0.0,0.0,3930.0,3475.0,2252.0,0.0
2020-05-27 00:38:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2427.0,3121.0,2137.0,0.0,0.0,3895.0,3444.0,2268.0,0.0
2020-05-27 00:39:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.0,3140.0,2124.0,0.0,0.0,3908.0,3437.0,2253.0,0.0
2020-05-27 00:40:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398.0,3147.0,2087.0,0.0,0.0,3950.0,3407.0,2247.0,0.0
2020-05-27 00:41:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2387.0,3160.0,2144.0,0.0,0.0,3943.0,3414.0,2238.0,0.0
2020-05-27 00:42:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,3107.0,2170.0,0.0,0.0,3952.0,3426.0,2224.0,0.0
2020-05-27 00:43:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2379.0,3129.0,2121.0,0.0,0.0,3963.0,3425.0,2288.0,0.0
2020-05-27 00:44:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398.0,3152.0,2085.0,0.0,0.0,3969.0,3437.0,2309.0,0.0
2020-05-27 00:45:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2375.0,3155.0,2066.0,0.0,0.0,3990.0,3435.0,2330.0,0.0
2020-05-27 00:46:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2367.0,3189.0,2067.0,0.0,0.0,4001.0,3446.0,2322.0,0.0
2020-05-27 00:47:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2348.0,3199.0,2050.0,0.0,0.0,4060.0,3430.0,2311.0,0.0
2020-05-27 00:48:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0,3158.0,2003.0,0.0,0.0,4083.0,3407.0,2289.0,0.0
2020-05-27 00:49:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2325.0,3172.0,1956.0,0.0,0.0,4098.0,3388.0,2282.0,0.0
2020-05-27 00:50:04.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2273.0,3182.0,1911.0,0.0,0.0,4085.0,3413.0,2268.0,0.0
