Time,plume,cbpoint,chplume,chole,qsun
2018-10-29 20:21:09.350,751954.0,1009583.0,371227.0,457474.0,957835.0
2018-10-29 20:22:09.350,748301.0,1019154.0,372168.0,459801.0,959329.0
2018-10-29 20:23:09.350,746044.0,1022071.0,372349.0,460106.0,957649.0
2018-10-29 20:24:09.350,745463.0,1023726.0,369597.0,458979.0,960205.0
2018-10-29 20:25:09.350,743313.0,1023298.0,370142.0,460689.0,959824.0
2018-10-29 20:26:09.350,743020.0,1025395.0,368782.0,461600.0,960345.0
2018-10-29 20:27:09.350,748205.0,1030296.0,372034.0,459945.0,957043.0
2018-10-29 20:28:09.350,748868.0,1030593.0,369914.0,457937.0,959389.0
2018-10-29 20:29:09.350,749901.0,1035126.0,370964.0,457845.0,961579.0
2018-10-29 20:30:09.350,751735.0,1041215.0,370458.0,456750.0,958427.0
2018-10-29 20:31:09.350,755454.0,1053430.0,370145.0,455017.0,955891.0
2018-10-29 20:32:09.350,760697.0,1073545.0,368831.0,455076.0,956311.0
2018-10-29 20:33:09.350,765137.0,1078237.0,367707.0,451733.0,953289.0
2018-10-29 20:34:09.350,765418.0,1075017.0,366867.0,451306.0,947895.0
2018-10-29 20:35:09.350,764976.0,1068043.0,366302.0,452097.0,947905.0
2018-10-29 20:36:09.350,762436.0,1065529.0,365628.0,452994.0,948954.0
2018-10-29 20:37:09.350,760341.0,1060342.0,363129.0,453171.0,947149.0
2018-10-29 20:38:09.350,758870.0,1055740.0,361779.0,452623.0,944073.0
2018-10-29 20:39:09.350,756398.0,1055086.0,361344.0,452071.0,945998.0
2018-10-29 20:40:09.350,753980.0,1054599.0,361539.0,452436.0,949221.0
2018-10-29 20:41:09.350,750480.0,1055585.0,360617.0,452856.0,948775.0
2018-10-29 20:42:09.350,750048.0,1054698.0,360406.0,454569.0,947858.0
2018-10-29 20:43:09.350,747565.0,1053653.0,361406.0,456869.0,950028.0
2018-10-29 20:44:09.350,748106.0,1049506.0,361887.0,454762.0,952431.0
2018-10-29 20:45:09.350,745155.0,1045300.0,363112.0,453999.0,945290.0
2018-10-29 20:46:09.350,744308.0,1045211.0,364814.0,456673.0,944062.0
2018-10-29 20:47:09.350,742212.0,1047029.0,363145.0,458770.0,943242.0
2018-10-29 20:48:09.350,743019.0,1040556.0,364259.0,457115.0,943942.0
2018-10-29 20:49:09.350,744156.0,1036997.0,364572.0,458852.0,942777.0
2018-10-29 20:50:09.350,745869.0,1034506.0,365980.0,456902.0,944213.0
2018-10-29 20:51:09.350,745411.0,1029895.0,367159.0,454807.0,944304.0
2018-10-29 20:52:09.350,746697.0,1034755.0,366474.0,455893.0,943034.0
2018-10-29 20:53:09.350,747537.0,1035047.0,366870.0,457368.0,944729.0
2018-10-29 20:54:09.350,748729.0,1031212.0,371157.0,457101.0,945773.0
2018-10-29 20:55:09.350,751590.0,1029508.0,373310.0,458373.0,947257.0
2018-10-29 20:56:09.350,753991.0,1028174.0,374913.0,457649.0,948535.0
2018-10-29 20:57:09.350,753226.0,1024257.0,373239.0,459790.0,949591.0
2018-10-29 20:58:09.350,755103.0,1026951.0,371922.0,459128.0,954702.0
2018-10-29 20:59:09.350,758689.0,1023646.0,370993.0,457669.0,950317.0
2018-10-29 21:00:06.510,758225.5,1020369.0,369552.5,455896.5,949174.0
2018-10-29 21:01:09.350,757762.0,1017092.0,368112.0,454124.0,948031.0
2018-10-29 21:02:09.350,756789.0,1008118.0,366881.0,450654.0,945371.0
2018-10-29 21:03:09.350,757525.0,1008143.0,367599.0,452445.0,944000.0
2018-10-29 21:04:09.350,759922.0,1006817.0,367729.0,453727.0,943259.0
2018-10-29 21:05:09.350,761786.0,1002485.0,366782.0,452328.0,942335.0
2018-10-29 21:06:09.350,763330.0,999473.0,366318.0,452639.0,942769.0
2018-10-29 21:07:09.350,764485.0,1001061.0,365122.0,450461.0,943059.0
2018-10-29 21:08:09.350,764351.0,999162.0,365120.0,451401.0,943753.0
2018-10-29 21:09:09.350,763852.0,993936.0,365938.0,450651.0,942334.0
2018-10-29 21:10:09.350,763992.0,996046.0,366273.0,450493.0,943930.0
