Time,Br,Vr,Np,T,Mass Flux
2018-10-31 19:19:00,19.397554,461.42957,106.32389,78.61557,49151.754
2018-10-31 19:20:00,6.7561426,441.6903,112.82787,80.18899,49908.203
2018-10-31 19:21:00,-27.075827,384.15887,138.44795,78.7377,55814.08
2018-10-31 19:22:00,-31.055557,381.5901,161.77043,80.508896,63142.434
2018-10-31 19:23:00,-24.690802,384.63702,154.39339,81.87115,60138.492
2018-10-31 19:24:00,-15.986539,397.9373,156.84158,85.55141,62914.996
2018-10-31 19:25:00,-19.114584,393.41556,148.8593,83.77476,58841.004
2018-10-31 19:26:00,-23.02344,395.34836,148.4099,83.12692,59076.59
2018-10-31 19:27:00,-20.373823,391.5085,168.55647,82.20168,67011.09
2018-10-31 19:28:00,-21.421543,398.07355,150.78934,84.658,60307.93
2018-10-31 19:29:00,-35.545704,385.78802,133.79294,80.52525,51849.56
2018-10-31 19:30:00,-35.784695,385.24918,134.24074,80.43579,51934.152
2018-10-31 19:31:00,-35.10829,383.90726,142.02394,79.14337,55133.945
2018-10-31 19:32:00,-37.15129,378.19916,151.10533,77.62738,59016.11
2018-10-31 19:33:00,-33.4037,381.83206,163.88388,79.32891,65698.02
2018-10-31 19:34:00,-38.037056,380.293,132.31662,78.66509,50748.465
2018-10-31 19:35:00,-37.14033,384.07883,137.48637,78.0164,53166.367
2018-10-31 19:36:00,-33.74961,390.68396,142.05309,80.187996,56004.312
2018-10-31 19:37:00,-30.211535,398.16672,141.25021,81.482574,56700.375
2018-10-31 19:38:00,-27.42919,406.19934,133.90414,82.096466,54452.17
2018-10-31 19:39:00,-22.648272,411.4913,134.3607,83.68319,55334.902
2018-10-31 19:40:00,-14.461159,422.39343,125.47401,83.43524,53036.812
2018-10-31 19:41:00,-19.017527,409.94604,126.59835,82.27553,51965.24
2018-10-31 19:42:00,-35.09322,382.82077,135.56967,80.11187,52286.293
2018-10-31 19:43:00,-36.567905,374.50156,121.54888,75.045074,45831.6
2018-10-31 19:44:00,-24.645308,393.6923,126.656685,80.69117,50215.414
2018-10-31 19:45:00,-5.6860347,423.07483,146.17316,88.2279,62713.61
2018-10-31 19:46:00,9.218106,451.48218,118.29262,90.15841,53432.92
2018-10-31 19:47:00,0.5500972,436.83157,110.28569,86.643974,48202.59
2018-10-31 19:48:00,2.762837,446.142,106.3709,85.62934,47502.117
2018-10-31 19:49:00,-5.739927,428.90408,115.2959,86.66096,49368.133
2018-10-31 19:50:00,-20.749258,398.44086,136.20703,86.89562,54765.082
2018-10-31 19:51:00,-8.864105,417.83075,126.98873,90.24034,53149.52
2018-10-31 19:52:00,-5.400312,421.7769,112.40045,85.90062,47394.05
2018-10-31 19:53:00,-17.735651,398.20993,120.647675,83.59564,48113.52
2018-10-31 19:54:00,-28.93223,379.54147,141.58965,80.88083,54736.727
2018-10-31 19:55:00,-32.223366,371.25946,153.28728,79.18813,59121.562
2018-10-31 19:56:00,-28.219683,375.68878,153.67677,79.92469,60659.18
2018-10-31 19:57:00,-29.620512,372.88455,156.26674,80.3897,61067.656
2018-10-31 19:58:00,-30.482918,366.48962,161.15776,76.19924,63693.914
2018-10-31 19:59:00,-25.52299,377.75916,181.05655,81.5931,74952.46
2018-10-31 20:00:00,-33.054123,382.6572,135.64305,80.11126,54429.98
2018-10-31 20:01:00,-35.043324,387.16208,133.82076,80.23886,53976.8
2018-10-31 20:02:00,-35.721916,387.53378,138.29517,77.68748,56275.363
2018-10-31 20:03:00,-24.209244,413.14877,137.79414,83.94158,59949.465
2018-10-31 20:04:00,-19.167713,425.5665,129.94052,86.685104,57889.28
2018-10-31 20:05:00,-26.348225,415.71188,130.80716,83.25384,57106.95
2018-10-31 20:06:00,-30.38476,406.066,132.02463,82.17294,56210.113
2018-10-31 20:07:00,-30.475006,405.342,136.87128,83.1473,58184.086
2018-10-31 20:08:00,-27.39304,406.59048,135.10228,81.38284,57686.664
2018-10-31 20:09:00,-22.073154,408.65063,143.27142,83.31965,62189.254
2018-10-31 20:10:00,-31.811893,397.27094,150.82774,82.246994,63700.652
2018-10-31 20:11:00,-32.702778,395.57504,142.6043,81.22929,59269.55
2018-10-31 20:12:00,-35.034283,392.0794,140.30362,80.10087,57353.637
2018-10-31 20:13:00,-22.843102,409.33405,145.1833,85.671074,62930.613
2018-10-31 20:14:00,-3.9944954,438.03232,135.9025,91.984474,61714.855
2018-10-31 20:15:00,11.446639,461.2204,118.02132,95.75307,55544.836
2018-10-31 20:16:00,4.6663456,446.30606,121.62794,90.294785,55850.35
2018-10-31 20:17:00,3.4359934,444.93686,122.57692,91.27362,56256.645
2018-10-31 20:18:00,-5.221339,435.55307,124.04897,92.59065,56040.84
2018-10-31 20:19:00,-16.760973,420.05737,131.73883,88.2667,58262.508
2018-10-31 20:20:00,-30.13658,403.0765,138.70438,83.816185,59579.44
2018-10-31 20:21:00,-33.75071,390.3784,143.6751,81.13933,59544.484
2018-10-31 20:22:00,-36.167686,386.15692,125.61503,78.585884,50142.793
2018-10-31 20:23:00,-33.374214,390.30884,139.9303,78.39746,56557.074
2018-10-31 20:24:00,-30.226337,394.63693,133.46101,79.7669,53972.01
2018-10-31 20:25:00,-32.994514,396.27817,126.939964,81.583916,51659.566
2018-10-31 20:26:00,-36.73146,401.31635,110.75268,78.63034,45739.535
2018-10-31 20:27:00,-35.912243,412.8207,103.69266,79.100464,44404.87
2018-10-31 20:28:00,-37.748985,409.4366,99.68377,77.70347,42009.28
2018-10-31 20:29:00,-38.024673,406.75748,98.53584,76.27808,41485.84
2018-10-31 20:30:00,-37.17962,398.94617,95.6018,71.605576,39455.715
2018-10-31 20:31:00,-36.113876,401.97073,97.36127,75.528725,40706.336
2018-10-31 20:32:00,-35.40033,401.10132,107.66863,80.24707,45207.95
2018-10-31 20:33:00,-8.086155,429.1084,98.24308,85.196655,44130.137
2018-10-31 20:34:00,-19.604017,408.37582,107.078255,81.9786,46376.168
2018-10-31 20:35:00,-26.81213,399.57812,122.59231,81.28698,53343.26
2018-10-31 20:36:00,-19.832602,418.02518,112.07215,86.05182,49746.195
2018-10-31 20:37:00,-24.325766,409.18347,124.28642,84.600044,54632.992
2018-10-31 20:38:00,-23.904858,412.36856,130.17917,86.735435,57987.195
2018-10-31 20:39:00,-25.832443,410.05246,116.990845,82.043205,51332.215
2018-10-31 20:40:00,-28.611599,401.18613,114.24132,78.56051,48834.25
2018-10-31 20:41:00,-25.251568,406.5473,117.23538,80.57813,51069.8
2018-10-31 20:42:00,-31.134678,397.01733,122.32889,79.69715,52429.734
2018-10-31 20:43:00,-17.619331,425.0095,108.26804,82.75581,48573.27
2018-10-31 20:44:00,-16.80111,422.42413,106.75768,82.353386,47387.34
2018-10-31 20:45:00,-24.526001,408.88284,112.0891,79.44226,48798.223
2018-10-31 20:46:00,-22.402664,413.44315,110.23132,80.06221,48284.17
2018-10-31 20:47:00,-25.612103,408.63528,110.630295,77.83846,48049.81
2018-10-31 20:48:00,-26.449976,407.97562,110.82337,78.199905,48082.824
2018-10-31 20:49:00,-26.444807,408.93692,113.115395,78.68813,49286.47
2018-10-31 20:50:00,-31.330557,396.5181,107.06872,74.01616,45122.676
2018-10-31 20:51:00,-37.006653,386.43463,96.12788,70.27829,38402.902
2018-10-31 20:52:00,-29.101562,402.8112,112.02407,77.4851,48257.254
2018-10-31 20:53:00,-30.874727,399.02472,107.99598,76.182785,45703.703
2018-10-31 20:54:00,-28.233578,403.00815,112.77951,78.04627,48415.734
2018-10-31 20:55:00,-32.953014,398.9845,107.177765,77.579025,45489.125
2018-10-31 20:56:00,-34.225597,402.03006,97.883415,73.161766,41637.215
2018-10-31 20:57:00,-33.475727,403.85263,103.367905,73.33325,44740.023
2018-10-31 20:58:00,-32.962383,405.12714,103.217064,75.102776,44747.16
2018-10-31 20:59:00,-34.729046,400.23312,97.90809,72.257515,41588.758
2018-10-31 21:00:00,-37.95061,392.1589,93.56424,68.10419,38336.035
2018-10-31 21:01:00,-35.889206,398.0012,100.11779,72.539085,42287.07
2018-10-31 21:02:00,-40.224327,388.71854,89.5545,67.67774,36012.91
2018-10-31 21:03:00,-34.232838,403.5935,98.20621,73.01671,42011.29
2018-10-31 21:04:00,-33.39111,401.5566,105.91841,74.30704,45779.266
2018-10-31 21:05:00,-29.977098,407.85095,107.25439,76.08977,47327.855
2018-10-31 21:06:00,-17.397947,424.74957,107.22935,82.53844,49246.758
2018-10-31 21:07:00,-15.960561,425.9941,103.28683,87.99506,45914.586
2018-10-31 21:08:00,-13.04681,442.67633,85.97768,81.21142,38852.12
2018-10-31 21:09:00,-12.632131,443.62567,88.37829,82.43301,40228.797
2018-10-31 21:10:00,-23.92821,413.0948,91.2296,80.780205,39333.684
2018-10-31 21:11:00,-14.506248,432.5696,98.20209,81.31147,44726.617
2018-10-31 21:12:00,-17.955837,432.45013,103.79264,81.76606,47757.613
2018-10-31 21:13:00,16.913687,484.79297,85.412445,81.036095,42333.52
2018-10-31 21:14:00,11.177992,471.0638,83.64962,81.08784,40192.875
2018-10-31 21:15:00,-3.6362135,440.65643,89.12393,78.4033,40421.344
2018-10-31 21:16:00,-14.495984,418.77063,85.379654,75.265915,36922.44
2018-10-31 21:17:00,5.7545505,467.6772,81.488014,77.77471,39086.535
2018-10-31 21:18:00,-14.469576,425.58093,90.62696,76.31855,39861.18
2018-10-31 21:19:00,-13.301163,434.89062,93.260506,78.19138,41573.48
2018-10-31 21:20:00,-15.163359,434.2232,89.07601,74.70543,39714.258
2018-10-31 21:21:00,-28.720892,410.54852,96.17952,77.274796,40866.844
2018-10-31 21:22:00,-37.049656,394.08008,97.99767,78.40653,39655.28
2018-10-31 21:23:00,-34.967747,397.0975,103.72365,80.51337,42951.85
2018-10-31 21:24:00,-27.159073,416.31912,107.9397,80.55893,47123.793
2018-10-31 21:25:00,-34.09232,392.36618,96.7761,78.410545,39557.37
2018-10-31 21:26:00,-32.406048,406.5866,100.59846,79.53669,42136.484
2018-10-31 21:27:00,-34.61659,409.34402,100.586845,80.19367,42571.324
2018-10-31 21:28:00,-33.70252,415.44098,97.2664,82.30247,42036.387
2018-10-31 21:29:00,-35.82921,409.29968,90.773705,82.74354,38189.906
2018-10-31 21:30:00,-33.64432,403.69376,98.06721,83.490234,41038.547
2018-10-31 21:31:00,-29.69047,406.80597,115.27216,80.817795,49662.98
2018-10-31 21:32:00,-31.608637,400.77097,113.73494,81.69405,48341.34
2018-10-31 21:33:00,-29.932606,403.53397,110.20875,81.67483,47027.176
2018-10-31 21:34:00,-32.38918,391.7736,92.939644,79.02554,37562.855
2018-10-31 21:35:00,-34.94349,384.691,83.20436,74.31696,32737.816
2018-10-31 21:36:00,-35.905464,391.8339,91.79176,78.73232,36899.895
2018-10-31 21:37:00,-27.15526,406.32562,105.07832,79.44439,44570.21
2018-10-31 21:38:00,-30.268658,397.0574,100.26316,78.165955,41295.293
2018-10-31 21:39:00,-31.07836,392.80807,113.10759,78.01341,46933.668
2018-10-31 21:40:00,-30.480154,385.5461,109.71902,74.83284,44657.94
2018-10-31 21:41:00,-30.030453,387.91934,107.69965,74.21679,44134.49
2018-10-31 21:42:00,-33.82048,378.90616,93.465294,67.64715,36783.555
2018-10-31 21:43:00,-25.21627,389.90115,115.486984,74.77203,47161.73
2018-10-31 21:44:00,-27.226894,383.89902,116.67292,73.9101,47110.168
2018-10-31 21:45:00,-30.922218,375.07483,108.964264,73.01572,42579.3
2018-10-31 21:46:00,-33.009113,372.47247,104.27816,73.57559,40343.695
2018-10-31 21:47:00,-26.641792,391.12634,115.25291,74.37113,47476.37
2018-10-31 21:48:00,-21.244526,401.14316,105.17403,72.93956,43687.54
2018-10-31 21:49:00,-22.579435,396.4709,108.68774,73.97049,44870.676
2018-10-31 21:50:00,-26.439787,371.39438,99.04058,69.699875,37294.297
2018-10-31 21:51:00,-24.315767,368.09995,98.2794,67.78106,36276.035
2018-10-31 21:52:00,-24.569649,374.4661,92.55142,67.46527,34660.35
2018-10-31 21:53:00,-28.31548,380.797,87.13953,67.909836,33197.43
2018-10-31 21:54:00,-26.748194,384.99985,89.7993,69.300674,34575.26
2018-10-31 21:55:00,-23.318563,386.53946,95.02575,69.96015,36755.164
2018-10-31 21:56:00,-10.086387,399.36502,103.684875,65.84217,41511.67
2018-10-31 21:57:00,-16.132366,390.89105,105.68563,65.91282,41438.92
2018-10-31 21:58:00,-20.408955,382.5041,105.53086,64.68892,40447.94
2018-10-31 21:59:00,-15.674154,389.72366,105.82074,65.82989,41290.977
2018-10-31 22:00:00,-20.357914,379.45145,106.474365,67.43216,40486.07
2018-10-31 22:01:00,-22.977654,375.1675,105.19934,67.09441,39496.09
2018-10-31 22:02:00,-22.965145,376.59476,107.69593,66.76904,40620.934
2018-10-31 22:03:00,-21.04996,380.12115,106.87718,66.18336,40652.414
2018-10-31 22:04:00,-13.685696,391.41238,106.52363,67.9234,41852.703
2018-10-31 22:05:00,-13.238725,394.59323,105.833435,67.52817,41781.45
2018-10-31 22:06:00,-14.424062,391.70038,106.63998,66.39467,41798.926
2018-10-31 22:07:00,-23.868876,375.1033,109.532524,66.12352,41111.152
2018-10-31 22:08:00,-27.58815,370.45795,109.34583,67.32427,40581.05
2018-10-31 22:09:00,-28.79607,370.34222,111.757065,68.36349,41622.406
2018-10-31 22:10:00,-30.816086,365.89056,109.765434,67.14439,40531.414
2018-10-31 22:11:00,-33.39529,360.75653,102.928215,67.62721,37483.27
2018-10-31 22:12:00,-29.813025,372.59265,102.621635,69.76579,38424.195
2018-10-31 22:13:00,-32.29218,369.28387,97.82288,70.905464,36304.03
2018-10-31 22:14:00,-36.299088,358.9054,94.12943,69.33877,34309.633
2018-10-31 22:15:00,-36.36339,360.75723,100.69349,70.635216,37004.41
2018-10-31 22:16:00,-24.179531,375.82318,118.560524,71.43912,47016.28
2018-10-31 22:17:00,-22.055222,380.02573,113.84274,71.41998,45346.61
2018-10-31 22:18:00,-22.454863,377.71313,124.32765,71.90147,49826.52
2018-10-31 22:19:00,-31.840803,366.8325,116.651924,69.62694,45185.49
2018-10-31 22:20:00,-34.316166,356.94275,110.3219,64.51475,40879.88
2018-10-31 22:21:00,-37.017925,347.53094,101.01753,56.595642,36087.305
2018-10-31 22:22:00,-35.742897,354.29456,106.04365,63.197144,38616.164
2018-10-31 22:23:00,-36.07916,351.48785,97.26109,58.7362,35129.316
2018-10-31 22:24:00,-34.878708,355.2277,97.49247,61.38357,35767.316
2018-10-31 22:25:00,-37.21559,353.79843,96.50142,60.270863,35205.805
2018-10-31 22:26:00,-37.69002,354.41278,92.40852,60.103214,33473.58
2018-10-31 22:27:00,-30.632713,364.02887,112.86666,65.17651,43274.145
2018-10-31 22:28:00,-29.211926,369.81363,114.42167,67.03286,44486.11
2018-10-31 22:29:00,-32.339252,366.48758,109.00248,65.25595,41563.535
2018-10-31 22:30:00,-37.52572,358.39355,102.87034,64.459366,37762.906
2018-10-31 22:31:00,-37.46474,358.35126,97.93914,62.279697,35713.285
2018-10-31 22:32:00,-34.82525,360.55588,102.72787,66.04276,38217.543
2018-10-31 22:33:00,-33.59317,363.12152,104.742546,67.72586,38703.98
2018-10-31 22:34:00,-28.86474,376.27942,104.228676,68.42818,39687.883
2018-10-31 22:35:00,-23.748154,382.64532,106.845566,70.7185,41569.59
2018-10-31 22:36:00,-18.070576,388.8602,107.34658,70.741684,42897.418
2018-10-31 22:37:00,-30.085047,368.81058,98.648605,64.51427,37068.02
2018-10-31 22:38:00,-31.273218,367.4857,100.15023,66.426414,37368.996
2018-10-31 22:39:00,-19.558388,384.3446,117.67596,73.3212,46876.836
2018-10-31 22:40:00,-25.862345,381.33817,109.45295,73.08736,42646.875
2018-10-31 22:41:00,-24.095732,386.72617,104.59523,73.901474,40933.33
2018-10-31 22:42:00,-22.769762,385.98465,107.680046,73.80849,42208.0
2018-10-31 22:43:00,-16.896782,397.6045,105.99775,71.39867,42725.82
2018-10-31 22:44:00,-18.518969,397.34128,105.00917,71.566765,42198.81
2018-10-31 22:45:00,-19.31689,396.52078,108.48297,73.11024,43493.492
2018-10-31 22:46:00,-11.284458,410.60928,108.48979,75.11947,45135.71
2018-10-31 22:47:00,-18.160137,397.1033,107.91518,72.763,43397.926
2018-10-31 22:48:00,-25.33266,384.0219,109.30256,70.99901,42485.38
2018-10-31 22:49:00,-29.670286,372.2924,107.20682,68.64144,40526.52
2018-10-31 22:50:00,-33.75958,364.9026,105.86024,66.35903,39231.047
2018-10-31 22:51:00,-34.282276,363.71014,104.378006,66.05114,38446.074
2018-10-31 22:52:00,-33.430954,365.7044,106.72659,66.908455,39788.984
2018-10-31 22:53:00,-21.451025,382.89554,132.04309,75.16335,52970.06
2018-10-31 22:54:00,-36.21504,368.15887,108.51418,65.79201,40682.0
2018-10-31 22:55:00,-35.405796,369.38538,108.469406,65.73655,40676.613
2018-10-31 22:56:00,-35.24156,369.41483,110.916245,66.69053,41544.016
2018-10-31 22:57:00,-29.673378,382.39157,109.05176,69.33317,41951.426
2018-10-31 22:58:00,-6.4162645,423.21606,107.83099,74.062126,45748.65
2018-10-31 22:59:00,-10.701571,413.7808,108.605286,73.05903,45137.797
2018-10-31 23:00:00,-2.9075663,426.77414,108.64327,74.472694,46671.97
2018-10-31 23:01:00,-14.173118,404.29498,110.16992,71.6777,44967.875
2018-10-31 23:02:00,-21.731928,388.7762,115.32162,71.29179,45447.742
2018-10-31 23:03:00,-28.379559,375.40356,115.42759,68.89617,43899.17
2018-10-31 23:04:00,-27.865795,377.0709,118.23512,69.782776,45302.414
2018-10-31 23:05:00,-27.718672,377.79663,120.01086,69.5688,46237.64
2018-10-31 23:06:00,-24.678717,384.41925,115.33455,70.716286,44920.992
2018-10-31 23:07:00,-24.843287,380.72296,120.937225,70.91611,47498.957
2018-10-31 23:08:00,-28.02339,375.21133,121.4637,70.54414,47268.297
2018-10-31 23:09:00,-21.548939,383.77258,127.24135,72.92469,50892.504
2018-10-31 23:10:00,-21.541529,387.74277,122.866776,72.88074,49419.42
2018-10-31 23:11:00,-19.393215,391.61142,125.4718,74.18285,51241.566
2018-10-31 23:12:00,-36.359196,363.75574,112.97093,64.21445,42369.43
2018-10-31 23:13:00,-38.263084,358.76764,108.4591,62.55296,39825.12
2018-10-31 23:14:00,-36.182587,355.34708,116.593544,63.05996,43012.125
2018-10-31 23:15:00,-37.091076,351.97183,101.639435,59.57414,36536.504
2018-10-31 23:16:00,-34.93861,360.3987,106.108,64.696686,38896.992
2018-10-31 23:17:00,-28.603863,371.49286,110.631714,69.9186,41376.645
2018-10-31 23:18:00,-26.539164,376.32748,112.45288,71.280304,42538.254
2018-10-31 23:19:00,-27.88105,373.0893,114.102394,69.7736,42853.336
2018-10-31 23:20:00,-34.41237,355.45514,117.93085,62.319916,43070.508
2018-10-31 23:21:00,-33.212906,356.84094,112.62579,62.530846,40829.93
2018-10-31 23:22:00,-35.45657,353.21155,106.74357,62.147957,38035.887
2018-10-31 23:23:00,-35.774517,351.59262,108.40601,61.60862,38274.367
2018-10-31 23:24:00,-38.07524,344.55222,102.4355,54.41762,35673.3
2018-10-31 23:25:00,-33.384808,355.81934,116.93465,63.894173,42014.438
2018-10-31 23:26:00,-32.900627,356.11118,118.17498,64.35851,42518.434
2018-10-31 23:27:00,-32.235104,357.94296,117.57024,65.30611,42517.105
2018-10-31 23:28:00,-31.25316,359.98187,118.30005,66.34464,43008.23
2018-10-31 23:29:00,-26.46679,369.19565,115.43128,69.55084,42842.33
2018-10-31 23:30:00,-32.56653,357.15717,116.61574,64.82786,42006.664
2018-10-31 23:31:00,-29.528336,364.44098,117.21089,67.90875,42968.52
2018-10-31 23:32:00,-29.122047,364.62363,116.56153,68.24229,42671.83
2018-10-31 23:33:00,-29.48271,365.36313,114.01404,68.130295,41878.62
2018-10-31 23:34:00,-26.928347,369.81317,114.017075,69.339386,42300.996
2018-10-31 23:35:00,-28.909481,366.02866,113.27854,67.4846,41624.016
2018-10-31 23:36:00,-28.138533,368.4407,114.66564,67.81275,42457.215
2018-10-31 23:37:00,-25.288174,375.7558,113.3525,69.54755,42821.88
2018-10-31 23:38:00,-27.985216,369.22562,118.372055,68.44264,44190.562
2018-10-31 23:39:00,-28.878416,368.0264,119.302284,68.44089,44459.816
2018-10-31 23:40:00,-27.136887,372.19894,125.79387,70.72718,48181.492
2018-10-31 23:41:00,-29.49548,368.5654,118.72097,68.61754,44643.76
2018-10-31 23:42:00,-31.412601,363.67444,114.74671,66.91392,42176.105
2018-10-31 23:43:00,-29.75668,368.4185,113.13112,68.378204,41853.715
2018-10-31 23:44:00,-28.034082,374.11548,108.55728,68.97296,40639.55
2018-10-31 23:45:00,-26.346186,376.35052,111.05638,70.55039,41837.363
2018-10-31 23:46:00,-20.59242,387.27728,108.83593,72.41272,42175.727
2018-10-31 23:47:00,-15.495747,393.5103,107.02016,72.492004,42127.965
2018-10-31 23:48:00,-16.66134,390.07425,107.3013,71.387596,41855.574
2018-10-31 23:49:00,-18.751268,387.11905,107.78761,71.09754,41725.023
2018-10-31 23:50:00,-15.567769,389.19858,107.88903,72.24061,42001.0
2018-10-31 23:51:00,-22.098915,383.35712,106.907814,70.439606,40991.004
2018-10-31 23:52:00,-21.406313,382.68616,110.0532,71.641075,42157.727
2018-10-31 23:53:00,-23.85802,379.07684,110.96094,70.348404,42143.54
2018-10-31 23:54:00,-25.74077,376.56128,110.678246,69.25068,41751.527
2018-10-31 23:55:00,-25.338863,378.29547,111.16926,69.47578,42143.395
2018-10-31 23:56:00,-25.95607,374.71,111.97462,69.021355,42135.707
2018-10-31 23:57:00,-29.92925,369.37537,111.42664,67.94694,41325.16
2018-10-31 23:58:00,-30.519707,371.67776,111.2356,69.20863,41433.56
2018-10-31 23:59:00,-31.48714,370.10162,110.71534,68.32694,41064.94
2018-11-01 00:00:00,-32.686886,368.18628,110.312325,66.986404,40760.65
2018-11-01 00:01:00,-31.742449,372.71085,112.96835,69.10885,42260.32
2018-11-01 00:02:00,-29.347319,375.6825,113.684425,70.11838,42779.812
2018-11-01 00:03:00,-32.543266,370.81616,114.604416,69.006454,42647.668
2018-11-01 00:04:00,-33.47785,369.1314,113.769905,67.42624,42164.473
2018-11-01 00:05:00,-30.7679,375.99222,112.8635,68.36202,42539.477
2018-11-01 00:06:00,-34.060425,369.5219,113.38838,66.12765,42034.42
2018-11-01 00:07:00,-33.80341,369.4221,114.445564,66.23637,42454.74
2018-11-01 00:08:00,-34.368664,369.1249,115.49002,66.1817,42827.402
2018-11-01 00:09:00,-32.793587,372.21542,119.67366,68.65519,44801.477
2018-11-01 00:10:00,-33.901676,370.73355,119.27596,67.78105,44541.05
2018-11-01 00:11:00,-33.09744,371.1189,120.19104,67.76705,44981.62
2018-11-01 00:12:00,-32.837788,372.45563,118.761246,67.30702,44533.098
2018-11-01 00:13:00,-31.740026,375.4666,118.91463,68.81732,44924.44
2018-11-01 00:14:00,-33.306328,370.9615,119.04791,67.38163,44527.465
2018-11-01 00:15:00,-32.073864,376.8189,116.58467,68.17309,44266.57
2018-11-01 00:16:00,-28.480242,382.0398,117.31438,69.77068,45116.004
2018-11-01 00:17:00,-27.850676,385.0367,116.82126,69.646255,45273.434
2018-11-01 00:18:00,-30.01042,380.7946,118.02646,69.15893,45406.812
2018-11-01 00:19:00,-31.715908,376.5827,118.527916,68.60873,45058.707
2018-11-01 00:20:00,-32.325516,376.28412,118.4454,67.96871,45048.918
2018-11-01 00:21:00,-34.362877,370.80377,120.228035,67.12429,45252.633
2018-11-01 00:22:00,-36.23656,365.5019,120.22072,65.41233,44680.727
2018-11-01 00:23:00,-37.34156,363.88293,117.38681,63.883617,43273.344
2018-11-01 00:24:00,-37.548386,364.55673,115.89611,63.063194,43074.406
2018-11-01 00:25:00,-36.087666,368.4777,115.46598,63.79067,43129.277
2018-11-01 00:26:00,-32.307457,375.97302,114.956184,67.29968,43787.094
2018-11-01 00:27:00,-25.72238,383.28345,120.20641,69.99919,47448.336
2018-11-01 00:28:00,-32.178787,372.04053,115.86224,66.920044,44200.64
2018-11-01 00:29:00,-27.42386,378.99976,119.458954,69.469315,46693.71
2018-11-01 00:30:00,-17.068321,395.38556,114.261284,70.43732,46332.89
2018-11-01 00:31:00,-35.993294,358.19086,116.67229,62.835186,41954.758
2018-11-01 00:32:00,-34.56264,356.80106,121.04263,62.77631,43460.176
2018-11-01 00:33:00,-36.94147,359.81393,113.64205,62.695484,41168.848
2018-11-01 00:34:00,-38.298637,361.11084,109.89544,62.20215,39974.094
2018-11-01 00:35:00,-36.79577,361.73325,111.07475,62.809902,40490.52
2018-11-01 00:36:00,-36.6051,360.1458,114.142395,62.14027,41469.72
2018-11-01 00:37:00,-32.5723,369.9078,111.54381,64.149124,41562.184
2018-11-01 00:38:00,-33.98689,366.52234,113.73475,64.015884,41906.156
2018-11-01 00:39:00,-37.037376,360.5935,114.00445,62.294018,41390.96
2018-11-01 00:40:00,-36.09525,365.33298,109.03288,62.43711,40160.043
2018-11-01 00:41:00,-37.054344,352.0705,109.31124,58.332397,38792.5
2018-11-01 00:42:00,-38.083363,354.80084,106.418526,60.50424,38037.113
2018-11-01 00:43:00,-38.899754,348.06152,108.05295,57.717514,37931.812
2018-11-01 00:44:00,-37.712086,351.4707,104.56101,59.308212,37133.723
2018-11-01 00:45:00,-34.26883,352.9995,108.20123,59.14124,38484.832
2018-11-01 00:46:00,-34.327396,350.78253,110.26464,58.49184,38932.42
2018-11-01 00:47:00,-35.766403,350.8078,106.17201,58.346336,37368.344
2018-11-01 00:48:00,-36.489677,350.2046,106.19637,58.565224,37312.277
2018-11-01 00:49:00,-37.101643,350.38644,102.9244,57.077236,36146.24
2018-11-01 00:50:00,-38.261757,346.99597,104.03324,55.642033,36175.12
2018-11-01 00:51:00,-38.37686,346.97745,104.88962,56.340244,36492.316
2018-11-01 00:52:00,-38.206104,349.0203,105.61925,60.432358,37205.125
2018-11-01 00:53:00,-36.39139,349.95316,113.69188,60.423847,40281.496
2018-11-01 00:54:00,-31.085485,353.81644,120.65699,59.42799,43747.605
2018-11-01 00:55:00,-27.761293,351.93475,123.38367,58.00347,44404.117
2018-11-01 00:56:00,-29.472063,350.94818,124.990776,58.764812,44895.336
2018-11-01 00:57:00,-32.775055,347.93213,119.11954,57.290134,42257.266
2018-11-01 00:58:00,-37.51927,341.78772,109.16191,52.029285,37617.375
2018-11-01 00:59:00,-37.423542,339.29453,113.643394,52.223892,38956.18
2018-11-01 01:00:00,-36.614388,339.26242,119.88261,54.328075,41334.23
2018-11-01 01:01:00,-33.702232,340.4579,123.12831,54.296913,42615.31
2018-11-01 01:02:00,-24.751616,340.17194,149.17528,57.46609,52877.215
2018-11-01 01:03:00,-31.323885,330.5543,140.27736,55.60792,47752.53
2018-11-01 01:04:00,-30.435003,331.29303,136.52284,53.42279,46017.902
2018-11-01 01:05:00,-29.634832,339.04227,129.59598,56.36989,45071.06
2018-11-01 01:06:00,-30.343895,338.94305,125.93586,55.923847,43459.844
2018-11-01 01:07:00,-23.102446,342.7228,134.53278,55.430264,46923.22
2018-11-01 01:08:00,-22.239185,344.83563,133.77853,56.400677,47055.37
2018-11-01 01:09:00,-30.588345,335.4938,130.67136,54.279976,44761.76
2018-11-01 01:10:00,-30.21075,334.77023,131.21303,53.5229,44588.63
2018-11-01 01:11:00,-31.26272,335.09885,131.30426,53.152275,44637.945
2018-11-01 01:12:00,-31.683855,336.20798,131.63579,52.96159,44795.957
2018-11-01 01:13:00,-29.395512,340.33597,133.03152,54.095097,45710.926
2018-11-01 01:14:00,-33.69351,334.4515,130.11604,54.802578,43735.004
2018-11-01 01:15:00,-33.12971,334.86365,132.3184,56.642456,45054.844
2018-11-01 01:16:00,-38.85082,323.86685,134.81743,52.46015,44514.965
