Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Summary_regions_11:13_21:23
2020-05-27 00:00:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.412496027817376,47.014080741681454,54.518620777678144,0.0,0.0,109.47871615530526,238.05181532864918,197.54254021182922,0.0,0.0,210.00831273140193,277.84168293275803,205.58061197752224,0.0,213.3074915354768
2020-05-27 00:01:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41884821774112,47.35135604901269,55.023969010794225,0.0,0.0,108.56156192455043,238.25420880593012,199.14103346704857,0.0,0.0,208.84682896942076,277.8661349759162,203.86364593043436,0.0,212.76438501487715
2020-05-27 00:02:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.834469201927156,47.3467555123106,54.62662596654958,0.0,0.0,108.60213930003863,236.72444711308512,199.08739988480363,0.0,0.0,208.11876885878416,277.1628525160909,204.0111176388167,0.0,212.2306060594563
2020-05-27 00:03:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.321467973206076,47.22616807323931,53.90093342199648,0.0,0.0,108.57428731008055,236.8804921329421,198.5613439829937,0.0,0.0,206.74351603141483,276.8695366665531,204.09884438688456,0.0,212.1663283112011
2020-05-27 00:04:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.33466991636318,46.99588201146125,53.94209057558279,0.0,0.0,108.59073441971908,236.16280683739697,198.01691358544906,0.0,0.0,206.9572524879815,277.4467223418666,203.24645843238136,0.0,212.30363967525597
2020-05-27 00:05:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.61697956041307,46.964723995726445,54.40697568932453,0.0,0.0,108.34406733642831,235.50226350600556,198.372515997168,0.0,0.0,208.15790859779406,276.3739115261785,203.93425923043367,0.0,212.26849423527108
2020-05-27 00:06:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51713830933339,46.7558051573692,54.65632093738426,0.0,0.0,108.08066531052914,235.14332604626068,198.657316912843,0.0,0.0,208.828920391668,275.6594573402847,205.10150859655485,0.0,212.26159997890426
2020-05-27 00:07:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.208644488862376,46.912774478685854,54.75982206142938,0.0,0.0,108.61071504807624,234.93858513624892,198.9396826861253,0.0,0.0,208.7278814009142,275.89643889910724,205.42808748892264,0.0,212.2482252225759
2020-05-27 00:08:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.39733805733604,46.60995153457776,54.8989559723516,0.0,0.0,108.967779863871,234.85644319169327,200.09706061068565,0.0,0.0,207.81562606530898,274.65072898990377,206.24955587481023,0.0,211.79669540835118
2020-05-27 00:09:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.515606082003366,46.727745914045435,54.21960634587882,0.0,0.0,108.86710621912482,234.02547247519527,200.89960051094215,0.0,0.0,207.92890575864564,275.20860060242853,206.8919774266843,0.0,212.19390449144365
2020-05-27 00:10:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.397047184212774,46.701936062722524,54.180354001194516,0.0,0.0,108.62959577834931,233.72076468786653,201.55980158828373,0.0,0.0,207.46696691840995,276.3973349709849,207.03737065895874,0.0,212.39667271493198
2020-05-27 00:11:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.86303856198331,46.414027908062074,54.1060888309028,0.0,0.0,109.01979546694147,233.56555378886924,201.35354319038382,0.0,0.0,207.71510751093115,277.0000744534226,205.30241101798612,0.0,212.59846115770034
2020-05-27 00:12:09.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.501265649595155,46.786272189516396,53.8966131539438,0.0,0.0,109.41890863184106,233.93806890014037,201.48823775329092,0.0,0.0,207.32145693561208,277.13010472307735,203.85187894909257,0.0,212.49214997533923
